inter_id,inter_name,eight_direction,adjacent_inter_spacing_m
011wwe0tmvx00001,无影山中路与黄岗路路口,3,375.75
011wwe0tmvx00001,无影山中路与黄岗路路口,5,403.92
011wwe0tmvx00001,无影山中路与黄岗路路口,7,227.99
011wwe0tn3e00001,匡山中路与匡山大街路口,1,361.22
011wwe0tn3e00001,匡山中路与匡山大街路口,3,185.2
011wwe0tn3e00001,匡山中路与匡山大街路口,5,228.84
011wwe0tn3e00001,匡山中路与匡山大街路口,7,424.64
011wwe0tn7400001,岔口,3,146.88
011wwe0tnfq00001,东沙王路与匡山中路路口,2,222.41
011wwe0tnfq00001,东沙王路与匡山中路路口,4,246.07
011wwe0tnfq00001,东沙王路与匡山中路路口,5,361.22
011wwe0tnfq00001,东沙王路与匡山中路路口,8,436.96
011wwe0tnfz00001,无名道路与无名道路路口,4,76.91
011wwe0tngh00001,无名道路与无名道路路口,8,76.91
011wwe0tnh300001,无名道路与匡山东路路口,1,173.53
011wwe0tnh300001,无名道路与匡山东路路口,5,143.54
011wwe0tnh300001,无名道路与匡山东路路口,7,339.34
011wwe0tnk600001,匡山东路与匡山大街路口,1,180.62
011wwe0tnk600001,匡山东路与匡山大街路口,3,130.92
011wwe0tnk600001,匡山东路与匡山大街路口,5,173.53
011wwe0tnk600001,匡山东路与匡山大街路口,7,333.98
011wwe0tnm600001,岔口,3,81.16
011wwe0tnpg00001,岔口,4,165.13
011wwe0tnq400001,匡山大街与济齐路路口,3,75.29
011wwe0tnq400001,匡山大街与济齐路路口,7,218.48
011wwe0tnq400001,匡山大街与济齐路路口,8,320.96
011wwe0tnqb00001,岔口,4,176.55
011wwe0tnsh00001,匡山东路与济齐路路口,5,180.62
011wwe0tnsh00001,匡山东路与济齐路路口,8,262.49
011wwe0tnsn00001,匡山东路与济齐路路口,4,334.42
011wwe0tp7800001,东宇大街与东宇大街路口,2,213.4
011wwe0tp7800001,东宇大街与东宇大街路口,6,225.66
011wwe0tpgx00001,小清河北路与小清河北路路口,3,276.25
011wwe0tpgx00001,小清河北路与小清河北路路口,7,311.21
011wwe0tpsc00001,东沙王路与滨河南路路口,2,236.88
011wwe0tpsc00001,东沙王路与滨河南路路口,4,545.22
011wwe0tpsc00001,东沙王路与滨河南路路口,6,210.39
011wwe0tpsc00001,东沙王路与滨河南路路口,7,1178.87
011wwe0tpy500001,东沙王路与小清河北路路口,1,263.85
011wwe0tpy500001,东沙王路与小清河北路路口,3,305.07
011wwe0tpy500001,东沙王路与小清河北路路口,6,239.43
011wwe0tpy500001,东沙王路与小清河北路路口,7,272.84
011wwe0tq5b00001,无影山中路辅路与无影山中路辅路路口,3,203.84
011wwe0tqcy00001,小清河南路与小清河南路路口,3,495.83
011wwe0tqcy00001,小清河南路与小清河南路路口,8,732.06
011wwe0tqmv00001,黄岗路与黄岗路路口,1,306.12
011wwe0tqmv00002,黄岗路与黄岗路路口,5,250.29
011wwe0tqn200001,无影山中路辅路与无影山中路辅路路口,3,305.28
011wwe0tqvv00001,小清河南路与黄岗路路口,1,367.82
011wwe0tqvv00001,小清河南路与黄岗路路口,3,302.64
011wwe0tqvv00001,小清河南路与黄岗路路口,5,306.87
011wwe0tqvv00001,小清河南路与黄岗路路口,7,498.94
011wwe0tr0d00001,岔口,3,184.44
011wwe0tr8r00001,岔口,4,52.5
011wwe0tr8y00001,小清河北路与小清河北路路口,3,273.81
011wwe0trdb00001,岔口,3,331.3
011wwe0trtc00001,蓝翔路与黄岗路路口,1,337.52
011wwe0trtc00001,蓝翔路与黄岗路路口,3,364.34
011wwe0trtc00001,蓝翔路与黄岗路路口,5,368.38
011wwe0trtc00001,蓝翔路与黄岗路路口,7,976.06
011wwe0ts0s00001,济齐路与济齐路路口,4,286.56
011wwe0ts0s00001,济齐路与济齐路路口,8,156.57
011wwe0ts2500001,堤口庄西路与堤口庄西路路口,3,374.11
011wwe0tsdc00001,堤口庄西路与无名道路路口,3,240.01
011wwe0tsdc00001,堤口庄西路与无名道路路口,7,374.11
011wwe0tsdc00001,堤口庄西路与无名道路路口,8,270.43
011wwe0tsfk00001,无名道路与无名道路路口,3,88.5
011wwe0tsfk00001,无名道路与无名道路路口,4,270.43
011wwe0tsgn00001,交校路与堤口庄北路路口,7,514.21
011wwe0tsgn00001,交校路与堤口庄北路路口,8,686.95
011wwe0tskw00001,堤口庄西路与堤口庄南路路口,3,103.86
011wwe0tskw00001,堤口庄西路与堤口庄南路路口,4,317.57
011wwe0tskw00001,堤口庄西路与堤口庄南路路口,7,240.01
011wwe0tsmq00001,无名道路与无名道路路口,7,103.86
011wwe0tsmx00001,无名道路与博文西路路口,5,151.34
011wwe0tsn200001,堤口路辅路与博文西路路口,1,130.32
011wwe0tsn200001,堤口路辅路与博文西路路口,3,329.65
011wwe0tsnp00001,博文北路与博文北路路口,1,151.34
011wwe0tsnp00001,博文北路与博文北路路口,3,173.22
011wwe0tsnp00001,博文北路与博文北路路口,5,130.32
011wwe0tsps00001,堤口路辅路与博文中路路口,8,118.94
011wwe0tspx00001,岔口,4,69.73
011wwe0tsr600001,博文北路与博文北路路口,7,173.22
011wwe0tsr600001,博文北路与博文北路路口,8,82.57
011wwe0tsrn00001,益康路与益康路路口,4,80.74
011wwe0tsrn00001,益康路与益康路路口,8,106.77
011wwe0tswg00001,无名道路与博文中路路口,2,166.28
011wwe0tswg00001,无名道路与博文中路路口,4,108.49
011wwe0ttby00001,堤口庄北路与无影山中路路口,4,686.95
011wwe0ttby00001,堤口庄北路与无影山中路路口,7,291.27
011wwe0ttbz00001,堤口庄北路与无影山中路路口,7,383.9
011wwe0ttgr00001,无影山中路辅路与无影山中路辅路路口,7,316.46
011wwe0ttwv00001,无影山西路与无影山西路路口,1,178.64
011wwe0tu0y00001,堤口路与益康路路口,3,242.69
011wwe0tu0y00001,堤口路与益康路路口,4,336.69
011wwe0tu0y00001,堤口路与益康路路口,7,420.39
011wwe0tu0y00001,堤口路与益康路路口,8,319.28
011wwe0tu6d00001,岔口,3,124.25
011wwe0tu6d00001,岔口,7,251.71
011wwe0tu7s00001,堤口路辅路与矿院路路口,3,182.8
011wwe0tu7s00001,堤口路辅路与矿院路路口,7,113.49
011wwe0tu7s00001,堤口路辅路与矿院路路口,8,314.76
011wwe0tu8p00001,胜利庄路与胜利庄路路口,3,160.26
011wwe0tuc300001,胜利庄路与胜利庄路路口,3,192.04
011wwe0tuc300001,胜利庄路与胜利庄路路口,7,326.54
011wwe0tufu00001,胜利庄路与矿院路路口,3,248.66
011wwe0tufu00001,胜利庄路与矿院路路口,4,314.76
011wwe0tufu00001,胜利庄路与矿院路路口,7,191.35
011wwe0tufu00001,胜利庄路与矿院路路口,8,162.19
011wwe0tumx00001,岔口,5,450.07
011wwe0tut000001,岔口,3,64.87
011wwe0tut900001,堤口路与无影山路路口,1,615.02
011wwe0tut900001,堤口路与无影山路路口,3,105.56
011wwe0tut900001,堤口路与无影山路路口,5,421.79
011wwe0tut900001,堤口路与无影山路路口,7,247.43
011wwe0tuvp00001,岔口,5,235.0
011wwe0tuwd00001,岔口,3,82.33
011wwe0tuwd00001,岔口,7,95.65
011wwe0tuwe00001,岔口,2,71.08
011wwe0tuwe00001,岔口,7,104.76
011wwe0tuxh00001,岔口,2,125.03
011wwe0tuxh00001,岔口,3,125.25
011wwe0tuxh00001,岔口,6,82.91
011wwe0tv3y00001,胜利庄北路与无名道路路口,3,325.16
011wwe0tv4k00001,无名道路与矿院路路口,2,61.98
011wwe0tv4k00001,无名道路与矿院路路口,4,162.19
011wwe0tv4w00001,无名道路与无名道路路口,3,260.62
011wwe0tv4w00001,无名道路与无名道路路口,6,61.98
011wwe0tv4w00001,无名道路与无名道路路口,8,151.49
011wwe0tv6h00001,无名道路与无名道路路口,4,151.49
011wwe0tvcr00001,无影山中路辅路与无影山中路辅路路口,7,312.67
011wwe0tvh900001,胜利庄路与胜利庄路路口,3,57.82
011wwe0tvh900001,胜利庄路与胜利庄路路口,7,248.66
011wwe0tvj100001,胜利庄路与无影山路辅路路口,3,261.42
011wwe0tvj100001,胜利庄路与无影山路辅路路口,7,57.82
011wwe0tvkb00001,无名道路与无影山路辅路路口,7,260.62
011wwe0tvkv00001,无影山路辅路与无影山路辅路路口,5,272.62
011wwe0tvp300001,胜利庄东路与运输新村东路路口,1,289.0
011wwe0tvp300001,胜利庄东路与运输新村东路路口,7,261.42
011wwe0tvr600001,运输新村东路与运输新村东路路口,5,174.69
011wwe0tvs900001,无影山南路与胜利庄北路路口,1,263.79
011wwe0tvs900001,无影山南路与胜利庄北路路口,3,199.12
011wwe0tvs900001,无影山南路与胜利庄北路路口,5,2098.41
011wwe0tvu700001,岔口,5,199.4
011wwe0tvup00001,北园高架路与无影山路路口,1,322.62
011wwe0tvup00001,北园高架路与无影山路路口,3,397.3
011wwe0tvup00001,北园高架路与无影山路路口,5,63.6
011wwe0tvup00001,北园高架路与无影山路路口,7,327.49
011wwe0tvw200001,岔口,3,138.07
011wwe0tvx200001,无影山南路与运输新村东路路口,1,133.4
011wwe0tvx200001,无影山南路与运输新村东路路口,3,58.02
011wwe0tvx200001,无影山南路与运输新村东路路口,5,111.31
011wwe0tvx200001,无影山南路与运输新村东路路口,7,335.4
011wwe0tvxb00001,无名道路与无名道路路口,3,202.51
011wwe0tvxb00001,无名道路与无名道路路口,8,189.24
011wwe0tvxr00001,无名道路与无名道路路口,1,154.82
011wwe0tvxr00001,无名道路与无名道路路口,4,189.24
011wwe0tvzr00001,无影山中路与运输新村东路路口,5,288.22
011wwe0tvzr00001,无影山中路与运输新村东路路口,7,395.65
011wwe0tw0800001,堤口庄北路与无影山中路路口,3,311.29
011wwe0tw0c00001,堤口庄北路与无影山中路路口,3,164.4
011wwe0tw5300001,无影山中路辅路与无影山中路辅路路口,3,441.68
011wwe0twh000001,北园高架路入口与北园高架路入口路口,7,5608.68
011wwe0twh000002,北园高架路与北园高架路路口,3,1253.85
011wwe0twnb00001,北园高架路与无影山西路路口,1,117.95
011wwe0twnb00001,北园高架路与无影山西路路口,3,340.45
011wwe0twnb00001,北园高架路与无影山西路路口,5,178.71
011wwe0twnb00001,北园高架路与无影山西路路口,7,374.45
011wwe0twqb00001,黄岗东路与无影山西路路口,1,216.42
011wwe0twqb00001,黄岗东路与无影山西路路口,3,647.83
011wwe0twqb00001,黄岗东路与无影山西路路口,5,117.95
011wwe0twsk00001,岔口,3,267.7
011wwe0twws00001,天发路与无影山西路路口,1,398.0
011wwe0twws00001,天发路与无影山西路路口,3,74.48
011wwe0twws00001,天发路与无影山西路路口,5,216.42
011wwe0twws00001,天发路与无影山西路路口,7,267.81
011wwe0twxm00001,天发路与天发路路口,7,74.48
011wwe0tx0600001,岔口,2,157.12
011wwe0tx1q00001,北辛路与小清河南路路口,1,244.61
011wwe0tx1q00001,北辛路与小清河南路路口,2,405.73
011wwe0tx1q00001,北辛路与小清河南路路口,7,464.04
011wwe0tx8g00001,北辛路与小清河北路路口,1,154.19
011wwe0tx8g00001,北辛路与小清河北路路口,2,523.21
011wwe0tx8g00001,北辛路与小清河北路路口,5,244.61
011wwe0tx8g00001,北辛路与小清河北路路口,7,363.52
011wwe0tx8z00001,北辛路与北辛路路口,5,67.85
011wwe0txbg00001,无名道路与无名道路路口,5,86.34
011wwe0txew00001,小清河南路与小清河南路路口,2,266.59
011wwe0txew00001,小清河南路与小清河南路路口,6,408.99
011wwe0txq300001,无影山西路与田家庄东路路口,1,458.06
011wwe0txq300001,无影山西路与田家庄东路路口,3,385.53
011wwe0txq300001,无影山西路与田家庄东路路口,5,398.0
011wwe0ty1900001,无影山中路辅路与无影山中路辅路路口,3,299.6
011wwe0tyk300001,无名道路与无名道路路口,3,173.14
011wwe0tyk300001,无名道路与无名道路路口,5,177.05
011wwe0tykn00001,北园高架路出口与辅路路口,4,471.46
011wwe0tykn00001,北园高架路出口与辅路路口,5,99.67
011wwe0tym900001,无名道路与无名道路路口,5,144.74
011wwe0tym900001,无名道路与无名道路路口,7,173.14
011wwe0tyn200001,北园高架路与北园高架路路口,3,335.0
011wwe0tyn200002,北园高架路与北园高架路入口路口,6,498.61
011wwe0tyn200002,北园高架路与北园高架路入口路口,7,1280.22
011wwe0typ300001,无影山中路与无影潭东路路口,3,202.57
011wwe0tys400001,无影山路与汽车厂西路路口,1,244.15
011wwe0tys400001,无影山路与汽车厂西路路口,3,199.4
011wwe0tys400001,无影山路与汽车厂西路路口,5,328.65
011wwe0tytf00001,汽车厂西路与无影潭西路路口,3,399.44
011wwe0tytf00001,汽车厂西路与无影潭西路路口,5,182.32
011wwe0tyup00001,岔口,1,150.03
011wwe0tz3d00001,田家庄东路与田家庄东路路口,3,300.65
011wwe0tzhp00001,岔口,1,57.17
011wwe0tzk400001,无影山路与田家庄东路路口,1,561.33
011wwe0tzk400001,无影山路与田家庄东路路口,5,450.68
011wwe0tzk400001,无影山路与田家庄东路路口,7,694.77
011wwe0u00400001,横三路与齐鲁大道辅路路口,1,456.97
011wwe0u00400001,横三路与齐鲁大道辅路路口,3,411.45
011wwe0u02h00001,岔口,5,198.17
011wwe0u05900001,横三路与纵一路路口,1,199.44
011wwe0u05900001,横三路与纵一路路口,3,122.29
011wwe0u05900001,横三路与纵一路路口,7,412.4
011wwe0u07s00001,纵一路与纵一路路口,1,182.12
011wwe0u09w00001,无名道路与无名道路路口,3,69.18
011wwe0u0bm00001,齐鲁大道辅路与齐鲁大道辅路路口,5,311.46
011wwe0u0dn00001,无名道路与无名道路路口,3,171.13
011wwe0u0ew00001,无名道路与纵一路路口,1,232.84
011wwe0u0ew00001,无名道路与纵一路路口,3,181.69
011wwe0u0ew00001,无名道路与纵一路路口,5,394.12
011wwe0u0ew00001,无名道路与纵一路路口,7,246.92
011wwe0u0h900001,横三路与无名道路路口,3,186.82
011wwe0u0h900001,横三路与无名道路路口,7,121.84
011wwe0u0n100001,无名道路与无名道路路口,1,266.8
011wwe0u0n100001,无名道路与无名道路路口,7,187.23
011wwe0u0qp00001,无名道路与无名道路路口,3,713.31
011wwe0u0qp00001,无名道路与无名道路路口,5,266.8
011wwe0u0tn00001,无名道路与无名道路路口,3,101.61
011wwe0u0vy00001,济齐路与济齐路路口,3,285.34
011wwe0u0vy00001,济齐路与济齐路路口,7,317.29
011wwe0u0wn00001,无名道路与无名道路路口,7,303.94
011wwe0u12k00001,济齐路与齐鲁大道路口,1,668.51
011wwe0u12k00001,济齐路与齐鲁大道路口,3,420.23
011wwe0u12k00001,济齐路与齐鲁大道路口,5,1634.55
011wwe0u12k00001,济齐路与齐鲁大道路口,7,478.93
011wwe0u13c00001,无名道路与无名道路路口,1,753.19
011wwe0u15e00001,济齐路与纵一路路口,5,232.84
011wwe0u15e00001,济齐路与纵一路路口,7,429.1
011wwe0u15s00001,济齐路与济齐路路口,3,315.5
011wwe0u25x00001,无名道路与无名道路路口,2,109.41
011wwe0u25x00001,无名道路与无名道路路口,7,713.31
011wwe0u28p00001,济齐路与济齐路路口,7,282.15
011wwe0u2b000001,济齐路与济齐路路口,3,287.72
011wwe0u2d900001,济齐路与美里东路路口,1,326.95
011wwe0u2d900001,济齐路与美里东路路口,3,371.25
011wwe0u2d900001,济齐路与美里东路路口,7,288.21
011wwe0u2kh00001,无名道路与无名道路路口,5,391.46
011wwe0u2m900001,岔口,3,84.94
011wwe0u2m900001,岔口,7,369.34
011wwe0u2np00001,济齐路与济齐路路口,7,85.02
011wwe0u2p900001,小清河北路与小清河北路路口,7,545.41
011wwe0u2pt00001,济齐路与淄博路路口,3,391.28
011wwe0u2pt00001,济齐路与淄博路路口,5,189.46
011wwe0u2pt00001,济齐路与淄博路路口,7,174.97
011wwe0u2q000001,济齐路与济齐路路口,3,167.64
011wwe0u34g00001,美里东路与美里东路路口,1,99.38
011wwe0u35400001,美里东路与美里东路路口,5,323.81
011wwe0u37000001,腊山河西路与腊山河西路路口,1,338.82
011wwe0u37000001,腊山河西路与腊山河西路路口,5,106.29
011wwe0u3g600001,无名道路与美里东路路口,1,296.12
011wwe0u3g600001,无名道路与美里东路路口,3,522.25
011wwe0u3g600001,无名道路与美里东路路口,5,343.72
011wwe0u3zt00001,无名道路与西沙西路路口,1,481.37
011wwe0u3zt00001,无名道路与西沙西路路口,3,462.09
011wwe0u3zt00001,无名道路与西沙西路路口,7,522.35
011wwe0u48300001,齐鲁大道与齐鲁大道路口,1,356.29
011wwe0u48300001,齐鲁大道与齐鲁大道路口,5,676.93
011wwe0u4d100001,无名道路与无名道路路口,5,753.19
011wwe0u50500001,齐鲁大道与齐鲁大道路口,1,1623.04
011wwe0u50500002,齐鲁大道与齐鲁大道路口,5,356.39
011wwe0u67900001,美里东路与腊山河西路路口,1,248.41
011wwe0u67900001,美里东路与腊山河西路路口,5,291.5
011wwe0u6ew00001,天岳南路与太平河南路路口,1,374.76
011wwe0u6ew00001,天岳南路与太平河南路路口,3,510.16
011wwe0u6ew00001,天岳南路与太平河南路路口,5,250.07
011wwe0u77f00001,美里东路与美里东路路口,5,373.51
011wwe0u77u00001,岔口,1,426.39
011wwe0u7kf00001,太平河北路与太平河北路路口,3,400.56
011wwe0u7yx00001,美里路与美里路路口,3,169.89
011wwe0u84y00001,济齐路与济齐路路口,7,390.59
011wwe0u84z00001,济齐路与济齐路路口,3,773.48
011wwe0u8jg00001,潍坊路与潍坊路路口,5,316.22
011wwe0u8nh00001,小清河南路与滨河南路路口,1,124.4
011wwe0u8nh00001,小清河南路与滨河南路路口,3,664.82
011wwe0u8nh00001,小清河南路与滨河南路路口,7,786.14
011wwe0u8q400001,小清河北路与潍坊路路口,3,383.04
011wwe0u8q400001,小清河北路与潍坊路路口,5,125.12
011wwe0u8tc00001,岔口,6,420.13
011wwe0ub3j00001,小清河北路与无名道路路口,1,188.16
011wwe0ub3j00001,小清河北路与无名道路路口,3,267.82
011wwe0ub5w00001,二环西高架路与小清河南路路口,1,118.49
011wwe0ub5w00001,二环西高架路与小清河南路路口,3,1178.87
011wwe0ub5w00001,二环西高架路与小清河南路路口,5,308.96
011wwe0ub5w00001,二环西高架路与小清河南路路口,7,664.82
011wwe0ub7k00001,二环西高架路与小清河北路路口,1,255.58
011wwe0ub7k00001,二环西高架路与小清河北路路口,3,205.5
011wwe0ub7k00001,二环西高架路与小清河北路路口,5,111.28
011wwe0ub7k00001,二环西高架路与小清河北路路口,7,650.86
011wwe0ub9p00001,无名道路与无名道路路口,5,188.16
011wwe0ubb900001,岔口,3,304.95
011wwe0ubb900001,岔口,7,359.41
011wwe0ubg400001,二环西高架路与济齐路路口,1,644.73
011wwe0ubg400001,二环西高架路与济齐路路口,3,547.94
011wwe0ubg400001,二环西高架路与济齐路路口,5,258.64
011wwe0ubg400001,二环西高架路与济齐路路口,7,302.28
011wwe0ubm400001,岔口,3,240.37
011wwe0ubpp00001,岔口,3,262.94
011wwe0ubzf00001,粟山路与新沙四街路口,1,393.99
011wwe0ubzf00001,粟山路与新沙四街路口,3,183.01
011wwe0uc4b00001,二环西高架路出口与二环西高架路出口路口,1,320.83
011wwe0ucdt00001,二环西高架路与二环西高架路路口,1,1610.7
011wwe0ucdt00002,二环西高架路入口与二环西高架路入口路口,5,5313.81
011wwe0ucfq00001,二环西路与西沙路路口,1,483.27
011wwe0ucfq00001,二环西路与西沙路路口,3,787.98
011wwe0ucfq00001,二环西路与西沙路路口,5,677.63
011wwe0ud5700001,无名道路与西沙中路路口,1,330.53
011wwe0ud5700001,无名道路与西沙中路路口,3,332.18
011wwe0ud5700001,无名道路与西沙中路路口,7,463.15
011wwe0ud8p00001,天岳南路与太平河南路路口,1,175.35
011wwe0ud8p00001,天岳南路与太平河南路路口,3,332.57
011wwe0ud8p00001,天岳南路与太平河南路路口,5,481.37
011wwe0ud8p00001,天岳南路与太平河南路路口,7,510.45
011wwe0uddt00001,岔口,3,98.31
011wwe0udet00001,太平河南路与西沙中路路口,1,440.39
011wwe0udet00001,太平河南路与西沙中路路口,3,161.98
011wwe0udet00001,太平河南路与西沙中路路口,5,329.26
011wwe0udet00001,太平河南路与西沙中路路口,7,431.38
011wwe0udmc00001,无名道路与西沙东路路口,1,267.39
011wwe0udmc00001,无名道路与西沙东路路口,3,480.36
011wwe0udmc00001,无名道路与西沙东路路口,7,330.82
011wwe0udsz00001,太平河南路与太平河南路路口,7,163.3
011wwe0udtp00001,岔口,3,96.16
011wwe0udvb00001,太平河南路与西沙东路路口,1,266.13
011wwe0udvb00001,太平河南路与西沙东路路口,3,303.31
011wwe0udvb00001,太平河南路与西沙东路路口,5,267.34
011wwe0udvb00001,太平河南路与西沙东路路口,7,124.24
011wwe0ue0100001,西沙西路与西沙西路路口,1,136.69
011wwe0ue2000001,太平河北路与西沙西路路口,1,369.87
011wwe0ue2000001,太平河北路与西沙西路路口,5,325.7
011wwe0ue2000001,太平河北路与西沙西路路口,7,400.56
011wwe0ue5w00001,无名道路与无名道路路口,3,267.23
011wwe0ue7v00001,西沙中路与西沙中路路口,1,187.17
011wwe0uebh00001,华润东路与美里路路口,1,317.78
011wwe0uebh00001,华润东路与美里路路口,3,119.27
011wwe0uebh00001,华润东路与美里路路口,5,369.87
011wwe0uebh00001,华润东路与美里路路口,7,473.48
011wwe0uec700001,岔口,3,310.51
011wwe0ueez00001,美里路与西沙中路路口,3,246.13
011wwe0ueez00001,美里路与西沙中路路口,5,630.69
011wwe0ueez00001,美里路与西沙中路路口,7,432.19
011wwe0uejy00001,无名道路与西沙东路路口,1,265.45
011wwe0uejy00001,无名道路与西沙东路路口,5,265.0
011wwe0uejy00001,无名道路与西沙东路路口,7,267.23
011wwe0uetu00001,美里路与西沙东路路口,1,225.49
011wwe0uetu00001,美里路与西沙东路路口,3,77.84
011wwe0uetu00001,美里路与西沙东路路口,5,262.45
011wwe0uetu00001,美里路与西沙东路路口,7,258.17
011wwe0uewe00001,岔口,3,179.29
011wwe0uf3c00001,无名道路与无名道路路口,7,480.36
011wwe0ufb800001,太平河南路与太平河南路路口,3,199.43
011wwe0ufb800001,太平河南路与太平河南路路口,7,302.91
011wwe0uff000001,太平河南路与二环西路辅路路口,1,396.0
011wwe0uff000001,太平河南路与二环西路辅路路口,3,250.88
011wwe0uff000001,太平河南路与二环西路辅路路口,5,501.8
011wwe0uff000001,太平河南路与二环西路辅路路口,7,197.91
011wwe0ufsm00001,无名道路与无名道路路口,7,250.88
011wwe0ug3x00001,岔口,3,110.63
011wwe0ug4s00001,二环西路辅路与二环西路辅路路口,5,237.27
011wwe0ug6s00001,济南天桥立交与济南天桥立交路口,7,563.52
011wwe0ug6s00001,济南天桥立交与济南天桥立交路口,8,1032.74
011wwe0ug6s00002,二环西高架路与二环西高架路路口,5,167.86
011wwe0ug6t00001,二环西路与美里路路口,1,267.66
011wwe0ug6t00001,二环西路与美里路路口,3,309.1
011wwe0ug8100001,岔口,3,198.29
011wwe0uggm00001,大魏庄路与大魏庄路路口,3,185.14
011wwe0ugm700001,美里路与美里路路口,3,201.87
011wwe0ugm700001,美里路与美里路路口,7,310.55
011wwe0ugr500001,美里路与大魏庄中路路口,1,252.22
011wwe0ugr500001,美里路与大魏庄中路路口,3,404.61
011wwe0ugr500001,美里路与大魏庄中路路口,7,200.0
011wwe0ugug00001,大魏庄路与大魏庄路路口,3,313.8
011wwe0ugz200001,大魏庄东路与大魏庄路路口,1,273.06
011wwe0ugz200001,大魏庄东路与大魏庄路路口,3,381.02
011wwe0ugz200001,大魏庄东路与大魏庄路路口,5,254.04
011wwe0ugz200001,大魏庄东路与大魏庄路路口,7,498.97
011wwe0uh9w00001,美里路与美里路路口,3,81.38
011wwe0uhdj00001,岔口,3,291.03
011wwe0uhmr00001,岔口,3,188.85
011wwe0uhqu00001,美里路与美里路路口,3,180.58
011wwe0uhqu00001,美里路与美里路路口,7,972.13
011wwe0uhs300001,岔口,3,104.22
011wwe0uj8p00001,美里湖路与齐鲁大道路口,1,735.74
011wwe0uj8p00001,美里湖路与齐鲁大道路口,3,489.9
011wwe0uj8p00001,美里湖路与齐鲁大道路口,5,439.45
011wwe0ujs600001,美里湖路与美里湖路路口,7,494.27
011wwe0uk1y00001,美里路与美里路路口,3,257.69
011wwe0uk2400001,岔口,3,206.13
011wwe0ukh400001,美里东路与美里路路口,1,226.69
011wwe0ukh400001,美里东路与美里路路口,3,282.08
011wwe0ukh400001,美里东路与美里路路口,5,450.28
011wwe0ukh400001,美里东路与美里路路口,7,666.55
011wwe0ukkq00001,美里东路与美里东路路口,1,174.81
011wwe0ukkq00001,美里东路与美里东路路口,5,227.2
011wwe0uksx00001,美里东路与美里东路路口,1,937.28
011wwe0uksx00001,美里东路与美里东路路口,5,171.3
011wwe0un1500001,齐鲁大道辅路与齐鲁大道辅路路口,2,503.9
011wwe0uncm00001,美里北路与美里西路路口,1,111.53
011wwe0uncm00001,美里北路与美里西路路口,3,178.65
011wwe0uncm00001,美里北路与美里西路路口,5,735.74
011wwe0uncm00001,美里北路与美里西路路口,7,2131.94
011wwe0ung400001,美里北路与齐鲁大道辅路路口,1,435.74
011wwe0ung400001,美里北路与齐鲁大道辅路路口,3,171.25
011wwe0ung400001,美里北路与齐鲁大道辅路路口,6,536.53
011wwe0ung400001,美里北路与齐鲁大道辅路路口,7,178.65
011wwe0unu800001,美里北路与无名道路路口,1,407.53
011wwe0unu800001,美里北路与无名道路路口,3,1168.78
011wwe0up1e00001,无名道路与无名道路路口,5,111.53
011wwe0upeb00001,岔口,1,412.14
011wwe0upmk00001,无名道路与无名道路路口,1,503.53
011wwe0upmk00001,无名道路与无名道路路口,5,407.53
011wwe0uqmb00001,美里东路与美里北路路口,2,584.74
011wwe0uqmb00001,美里东路与美里北路路口,3,540.93
011wwe0uqmb00001,美里东路与美里北路路口,5,937.28
011wwe0uqmb00001,美里东路与美里北路路口,7,1340.03
011wwe0urpk00001,无名道路与无名道路路口,4,780.36
011wwe0urpk00001,无名道路与无名道路路口,6,584.74
011wwe0us2t00001,西沙西路与西沙西路路口,1,477.18
011wwe0usn200001,岔口,1,93.36
011wwe0usnm00001,岔口,1,136.23
011wwe0usq700001,无名道路与无名道路路口,5,459.31
011wwe0uszv00001,济南天桥立交与济南天桥立交路口,7,425.27
011wwe0uszv00001,济南天桥立交与济南天桥立交路口,8,344.9
011wwe0ut1q00001,无名道路与无名道路路口,1,503.62
011wwe0ut1t00001,无名道路与无名道路路口,3,57.11
011wwe0ut1t00001,无名道路与无名道路路口,5,794.96
011wwe0ut4j00001,无名道路与无名道路路口,3,94.83
011wwe0ut4j00001,无名道路与无名道路路口,7,57.11
011wwe0ut4u00001,无名道路与无名道路路口,1,472.1
011wwe0ut4u00001,无名道路与无名道路路口,7,94.83
011wwe0ut5c00001,济南天桥立交与济南天桥立交路口,3,481.12
011wwe0ut5h00001,无名道路与无名道路路口,1,78.5
011wwe0ut7200001,无名道路与无名道路路口,1,387.19
011wwe0ut7200001,无名道路与无名道路路口,5,78.5
011wwe0utgs00001,无名道路与无名道路路口,5,472.1
011wwe0utgu00001,美里北路与无名道路路口,1,382.48
011wwe0utgu00001,美里北路与无名道路路口,3,1032.02
011wwe0utgu00001,美里北路与无名道路路口,5,387.19
011wwe0utgu00001,美里北路与无名道路路口,7,779.07
011wwe0uthd00001,G35济广高速与G35济广高速路口,7,5797.62
011wwe0utpx00001,G35济广高速与G35济广高速路口,3,8099.76
011wwe0uu4b00001,济南天桥立交与济南天桥立交路口,8,307.93
011wwe0uu5r00001,二环西高架路与二环西高架路路口,5,1577.75
011wwe0uu5x00001,无名道路与无名道路路口,1,263.31
011wwe0uu7300001,二环西路与二环西路路口,1,548.27
011wwe0uu7300002,二环西路辅路与二环西路辅路路口,4,477.87
011wwe0uu7300002,二环西路辅路与二环西路辅路路口,5,942.85
